Assessor Book,Assessor Page,Assessor Parcel,# of Accessory Dwelling Units
2215.0,004,004,1.0
5515.0,026,010,1.0
4405.0,029,004,1.0
2356.0,016,018,1.0
2236.0,002,022,1.0
5473.0,028,013,1.0
2616.0,007,015,1.0
2666.0,024,001,1.0
5453.0,003,015,1.0
2745.0,012,040,1.0
2151.0,005,032,1.0
4256.0,029,028,1.0
5050.0,026,042,1.0
6074.0,017,029,1.0
5215.0,020,001,1.0
5468.0,022,021,1.0
2650.0,014,005,1.0
6074.0,003,025,1.0
2350.0,005,003,2.0
2408.0,019,023,1.0
2408.0,018,004,1.0
5061.0,003,029,1.0
7411.0,027,007,1.0
2338.0,013,030,1.0
5404.0,022,004,1.0
2696.0,018,005,1.0
2621.0,001,020,1.0
5055.0,014,017,1.0
6070.0,005,007,1.0
4235.0,006,001,1.0
2206.0,021,009,1.0
5579.0,010,013,1.0
5462.0,018,025,1.0
2685.0,012,017,1.0
2336.0,028,004,1.0
5064.0,022,018,1.0
2259.0,014,024,1.0
2688.0,009,012,1.0
2646.0,017,007,1.0
2616.0,026,004,1.0
2228.0,028,018,1.0
2768.0,017,006,1.0
2111.0,007,027,1.0
2341.0,009,003,1.0
6117.0,029,016,1.0
5109.0,009,051,1.0
2243.0,009,030,1.0
2034.0,016,032,1.0
4255.0,004,002,1.0
4305.0,011,010,1.0
2012.0,004,026,1.0
2122.0,004,023,1.0
2261.0,012,009,1.0
2620.0,025,019,1.0
5018.0,017,025,1.0
2174.0,002,023,1.0
2220.0,016,016,1.0
5435.0,024,021,1.0
6016.0,030,011,1.0
4112.0,020,006,1.0
4265.0,004,145,1.0
2036.0,008,001,1.0
4263.0,032,049,2.0
5085.0,029,023,2.0
2414.0,025,025,1.0
2638.0,009,023,1.0
2326.0,014,001,1.0
2113.0,013,044,1.0
2656.0,025,008,3.0
2508.0,004,025,1.0
2653.0,023,***,6.0
4235.0,006,001,1.0
4235.0,006,001,1.0
5550.0,017,023,1.0
4318.0,017,004,1.0
4252.0,037,025,1.0
4405.0,033,021,1.0
5405.0,004,003,1.0
2552.0,015,029,1.0
2106.0,030,016,1.0
2605.0,016,042,1.0
2571.0,011,074,1.0
5492.0,004,027,2.0
5002.0,007,039,1.0
2301.0,017,007,1.0
5567.0,023,003,1.0
2224.0,030,002,1.0
2125.0,031,034,1.0
5075.0,020,036,1.0
4108.0,020,024,1.0
2316.0,025,007,1.0
2329.0,011,010,1.0
2263.0,017,037,1.0
2551.0,034,029,1.0
2033.0,018,012,1.0
2638.0,032,017,1.0
4252.0,019,003,1.0
5536.0,008,010,1.0
2783.0,005,012,1.0
2682.0,022,015,1.0
2129.0,008,010,1.0
5178.0,025,001,1.0
2040.0,016,011,1.0
2505.0,004,049,1.0
5183.0,025,033,1.0
5507.0,004,008,1.0
2128.0,021,025,1.0
5090.0,003,009,1.0
5014.0,014,013,1.0
5431.0,007,016,1.0
2264.0,012,022,1.0
2564.0,017,004,1.0
4254.0,025,024,1.0
2513.0,021,020,1.0
4004.0,027,004,1.0
2640.0,006,028,1.0
2510.0,004,022,1.0
4363.0,005,012,1.0
5527.0,013,010,1.0
2502.0,007,007,1.0
2347.0,032,017,1.0
2419.0,012,009,2.0
4494.0,022,009,1.0
2506.0,031,034,1.0
2627.0,003,015,1.0
2108.0,028,044,1.0
2163.0,001,012,1.0
2040.0,009,046,1.0
6057.0,007,036,1.0
2538.0,013,012,1.0
2761.0,027,016,1.0
5524.0,004,006,1.0
2650.0,033,017,1.0
2021.0,003,011,1.0
2330.0,010,019,1.0
2558.0,002,036,1.0
5041.0,029,005,1.0
5474.0,027,010,1.0
2286.0,020,001,1.0
2629.0,012,030,1.0
2028.0,015,003,1.0
4244.0,003,009,1.0
5537.0,015,011,1.0
2263.0,024,015,1.0
2322.0,004,044,1.0
5046.0,026,002,1.0
2680.0,007,014,1.0
2336.0,036,035,1.0
5114.0,032,019,1.0
5510.0,008,029,1.0
2619.0,011,020,1.0
2676.0,012,003,1.0
5531.0,019,004,5.0
2041.0,006,027,1.0
2783.0,009,008,1.0
2649.0,014,016,1.0
6084.0,025,025,1.0
2247.0,001,002,1.0
5524.0,011,007,1.0
4113.0,018,044,1.0
4303.0,019,043,1.0
2551.0,025,037,1.0
2307.0,005,011,1.0
5090.0,004,013,1.0
4112.0,003,009,1.0
2301.0,017,001,1.0
2734.0,016,001,1.0
2731.0,017,019,1.0
5053.0,004,026,1.0
4311.0,003,020,1.0
2350.0,005,104,1.0
2013.0,026,004,1.0
4258.0,009,006,1.0
2322.0,015,030,1.0
2580.0,012,031,1.0
2167.0,008,007,1.0
5044.0,027,012,1.0
4265.0,014,051,1.0
2512.0,017,018,1.0
2781.0,029,007,2.0
2340.0,031,001,1.0
2169.0,007,021,1.0
2712.0,008,005,1.0
2556.0,011,005,1.0
2334.0,005,029,1.0
7425.0,014,041,1.0
2621.0,006,010,1.0
2365.0,004,011,1.0
2034.0,031,049,1.0
2682.0,024,010,1.0
5689.0,004,009,1.0
2304.0,005,017,1.0
2022.0,013,008,1.0
2335.0,020,004,1.0
5515.0,005,008,1.0
2642.0,017,026,1.0
2414.0,014,013,1.0
2711.0,001,029,1.0
2715.0,032,033,1.0
2537.0,012,019,1.0
2682.0,025,013,1.0
5066.0,008,014,1.0
2221.0,001,011,1.0
2336.0,024,007,1.0
6037.0,017,005,1.0
2682.0,025,004,1.0
2524.0,008,002,1.0
2560.0,017,028,1.0
4235.0,006,001,1.0
5071.0,014,035,1.0
2340.0,006,033,1.0
6073.0,008,013,1.0
5523.0,035,023,1.0
5445.0,028,025,1.0
6061.0,016,028,1.0
5527.0,033,021,1.0
5089.0,025,024,1.0
2622.0,007,029,1.0
2502.0,010,049,1.0
2687.0,014,014,1.0
7417.0,022,014,1.0
2623.0,023,021,2.0
2138.0,020,020,1.0
5473.0,028,013,1.0
2622.0,013,004,1.0
4254.0,003,021,1.0
5188.0,006,005,1.0
2161.0,014,027,1.0
2356.0,024,037,1.0
2556.0,022,021,1.0
6084.0,023,002,1.0
6087.0,014,007,1.0
5082.0,008,005,1.0
2648.0,019,013,1.0
2507.0,015,019,2.0
5435.0,011,025,1.0
6084.0,016,005,1.0
4404.0,029,008,1.0
2642.0,022,011,1.0
2315.0,024,009,1.0
6121.0,007,014,1.0
2234.0,006,004,1.0
6035.0,026,012,1.0
6087.0,013,012,1.0
5109.0,016,012,1.0
2233.0,029,008,1.0
2731.0,006,019,1.0
2408.0,013,011,1.0
2275.0,017,006,1.0
2668.0,022,012,1.0
5483.0,014,008,1.0
2315.0,020,041,1.0
2410.0,008,001,1.0
2510.0,018,020,1.0
5007.0,018,026,1.0
5154.0,001,015,2.0
2650.0,008,009,1.0
6070.0,002,017,1.0
2229.0,001,024,1.0
5523.0,014,025,1.0
4223.0,026,002,1.0
2364.0,008,043,1.0
2221.0,009,012,1.0
2560.0,015,002,1.0
5430.0,021,008,1.0
5436.0,012,044,1.0
6006.0,021,002,1.0
5682.0,015,005,1.0
2245.0,020,027,1.0
2501.0,019,004,1.0
4255.0,015,029,1.0
2315.0,016,042,1.0
4107.0,029,002,1.0
4247.0,023,019,1.0
2122.0,014,033,1.0
2263.0,024,047,1.0
2033.0,028,026,1.0
6050.0,009,015,1.0
5406.0,012,025,2.0
7414.0,035,008,1.0
2415.0,008,011,1.0
2648.0,006,010,1.0
2039.0,018,001,1.0
5526.0,038,008,1.0
2310.0,001,017,1.0
2621.0,029,011,1.0
2414.0,015,015,1.0
4318.0,037,008,1.0
2783.0,019,026,1.0
2508.0,025,033,1.0
4318.0,024,008,1.0
2420.0,007,019,1.0
4008.0,022,023,1.0
5477.0,008,029,1.0
2344.0,021,032,1.0
7422.0,022,035,1.0
4244.0,003,015,1.0
5464.0,025,035,1.0
2034.0,012,028,1.0
5085.0,009,028,1.0
2355.0,015,008,1.0
2711.0,021,022,1.0
2249.0,005,014,1.0
2506.0,028,010,1.0
2624.0,018,006,1.0
2649.0,020,014,1.0
5505.0,019,004,1.0
5689.0,030,011,1.0
4323.0,009,002,1.0
6057.0,003,022,1.0
2358.0,031,013,1.0
2558.0,041,013,1.0
2668.0,001,022,1.0
2309.0,018,011,1.0
5439.0,031,021,1.0
2617.0,006,044,1.0
2762.0,023,010,1.0
2159.0,009,014,1.0
2031.0,003,047,1.0
2021.0,012,012,1.0
5466.0,016,025,1.0
2028.0,018,011,1.0
2410.0,011,020,1.0
6119.0,026,028,1.0
2347.0,002,015,1.0
5107.0,028,006,1.0
5689.0,014,002,1.0
4009.0,005,014,1.0
2329.0,016,009,1.0
2326.0,012,022,1.0
5092.0,019,013,1.0
2166.0,028,006,1.0
2113.0,019,001,1.0
6069.0,005,024,1.0
2673.0,008,040,1.0
5029.0,003,020,1.0
2421.0,003,009,1.0
2871.0,011,025,1.0
4406.0,013,002,1.0
2408.0,017,016,1.0
2676.0,017,001,1.0
2649.0,007,008,1.0
2673.0,002,023,1.0
2259.0,014,002,1.0
2326.0,023,026,1.0
2139.0,008,010,1.0
2167.0,024,018,1.0
2307.0,009,021,1.0
2014.0,031,009,1.0
5689.0,007,029,1.0
2148.0,024,014,1.0
2648.0,013,003,1.0
6075.0,030,024,1.0
2304.0,019,010,1.0
2558.0,015,013,1.0
5207.0,019,016,1.0
2410.0,006,024,1.0
2212.0,022,025,1.0
2242.0,020,008,1.0
2676.0,015,013,1.0
2167.0,004,047,1.0
2237.0,004,018,1.0
2625.0,004,006,1.0
2508.0,024,017,1.0
2781.0,029,007,2.0
2404.0,023,010,1.0
2120.0,013,025,1.0
5405.0,002,014,1.0
2572.0,036,017,1.0
2414.0,019,023,1.0
2234.0,017,015,1.0
5062.0,027,044,1.0
2676.0,002,011,1.0
6048.0,032,032,1.0
5035.0,023,006,1.0
2666.0,003,003,1.0
2170.0,015,036,1.0
2510.0,024,016,1.0
5033.0,014,028,1.0
2167.0,023,008,1.0
2014.0,031,025,1.0
2676.0,015,004,1.0
2642.0,015,008,1.0
5104.0,025,016,1.0
2621.0,027,002,1.0
2715.0,035,057,1.0
2697.0,008,023,1.0
2014.0,028,017,1.0
5474.0,040,018,1.0
2622.0,014,004,1.0
5090.0,006,004,1.0
2408.0,009,015,1.0
4303.0,022,030,1.0
2075.0,030,006,1.0
2167.0,022,019,1.0
2337.0,003,020,1.0
2326.0,011,001,1.0
5453.0,024,007,1.0
6014.0,008,028,1.0
2130.0,022,015,1.0
5690.0,018,003,1.0
2607.0,014,024,1.0
2404.0,020,028,1.0
2134.0,017,012,1.0
2012.0,011,016,1.0
2408.0,010,024,1.0
5486.0,009,022,1.0
5540.0,012,020,3.0
2610.0,003,008,1.0
2024.0,019,022,1.0
2034.0,012,010,1.0
2696.0,001,012,1.0
4264.0,023,019,1.0
2602.0,004,008,1.0
2321.0,002,031,1.0
4012.0,020,016,1.0
2249.0,017,029,1.0
6083.0,020,013,1.0
6031.0,034,037,1.0
5189.0,003,045,1.0
2404.0,014,010,1.0
4405.0,030,042,2.0
2640.0,004,015,1.0
2784.0,012,002,1.0
2404.0,023,012,1.0
2074.0,005,016,1.0
5061.0,010,017,1.0
2036.0,007,006,1.0
2608.0,016,027,1.0
2014.0,017,014,1.0
2414.0,025,004,1.0
2682.0,019,016,1.0
4252.0,021,015,1.0
2181.0,026,022,1.0
2642.0,016,028,1.0
2114.0,010,035,1.0
2706.0,019,015,1.0
2650.0,034,023,1.0
2324.0,007,014,1.0
2263.0,024,043,1.0
5051.0,034,003,1.0
5589.0,026,014,1.0
2317.0,005,005,1.0
2672.0,014,026,1.0
2697.0,016,007,1.0
2408.0,021,021,1.0
2621.0,031,010,1.0
6057.0,002,015,1.0
2255.0,005,010,1.0
2075.0,020,020,1.0
2156.0,018,039,1.0
5018.0,033,003,1.0
2682.0,021,001,1.0
2679.0,002,005,1.0
2689.0,027,006,1.0
2672.0,003,027,1.0
4108.0,022,013,1.0
4246.0,025,024,1.0
4312.0,010,006,1.0
2611.0,016,017,1.0
2020.0,022,029,1.0
6117.0,026,014,1.0
4217.0,025,017,1.0
5016.0,035,015,1.0
2132.0,015,012,1.0
4378.0,007,006,1.0
2415.0,012,018,1.0
2315.0,019,039,1.0
5437.0,007,008,1.0
2689.0,026,001,1.0
2407.0,008,010,1.0
2644.0,013,016,1.0
2603.0,015,101,1.0
2334.0,010,035,1.0
2115.0,011,004,1.0
2026.0,006,007,1.0
2337.0,020,024,1.0
4233.0,015,016,1.0
4001.0,029,006,1.0
5179.0,018,014,1.0
5020.0,010,023,1.0
2408.0,015,006,1.0
5594.0,014,021,1.0
2276.0,042,006,3.0
2322.0,020,046,1.0
2621.0,004,003,1.0
5006.0,021,014,1.0
2551.0,025,063,1.0
5460.0,006,011,1.0
2553.0,014,002,1.0
2779.0,013,020,1.0
4320.0,012,007,1.0
2169.0,003,035,1.0
2301.0,019,025,1.0
2763.0,020,011,1.0
2109.0,003,011,1.0
2028.0,026,021,1.0
5067.0,017,007,1.0
2501.0,018,011,1.0
2246.0,024,012,1.0
2307.0,001,016,1.0
2603.0,015,039,1.0
6119.0,012,025,1.0
2316.0,027,009,1.0
4110.0,027,004,1.0
5177.0,011,010,1.0
2557.0,017,006,1.0
2502.0,029,024,1.0
2216.0,029,018,1.0
4301.0,001,008,1.0
2040.0,022,013,1.0
2201.0,019,004,1.0
4234.0,002,004,1.0
2712.0,025,012,1.0
2238.0,020,011,1.0
4368.0,022,003,1.0
2603.0,015,102,1.0
5090.0,034,018,1.0
5084.0,002,027,1.0
6053.0,007,008,1.0
5453.0,020,010,1.0
2304.0,003,012,1.0
4414.0,001,021,1.0
2781.0,009,009,1.0
6005.0,018,029,1.0
5069.0,012,005,1.0
2021.0,009,023,1.0
2375.0,013,041,1.0
4326.0,022,010,1.0
5686.0,016,017,1.0
4007.0,011,015,1.0
5035.0,030,024,1.0
2536.0,008,013,1.0
2639.0,034,004,1.0
4254.0,023,016,1.0
5022.0,011,007,1.0
2507.0,003,029,1.0
2132.0,018,011,1.0
6030.0,018,006,1.0
2638.0,036,014,1.0
6075.0,001,001,1.0
4114.0,001,003,1.0
4004.0,026,008,1.0
2108.0,009,007,1.0
2640.0,027,006,1.0
4122.0,019,022,1.0
4112.0,005,017,1.0
2660.0,008,023,1.0
2329.0,007,025,1.0
2637.0,028,016,1.0
2543.0,021,016,1.0
5414.0,025,014,1.0
5021.0,002,020,1.0
5019.0,002,003,1.0
2346.0,008,016,1.0
5685.0,017,023,1.0
2531.0,026,081,1.0
2126.0,024,009,1.0
4250.0,014,024,1.0
5111.0,014,004,1.0
2247.0,007,024,1.0
2647.0,007,029,1.0
2533.0,012,020,1.0
6063.0,016,045,1.0
2027.0,010,027,1.0
4123.0,008,014,1.0
5476.0,012,021,1.0
2125.0,030,005,1.0
5419.0,025,010,1.0
2248.0,027,005,1.0
2649.0,024,020,1.0
2419.0,014,009,1.0
2305.0,007,022,1.0
5523.0,011,017,1.0
2557.0,022,002,1.0
2660.0,005,006,1.0
2151.0,005,025,1.0
2623.0,004,011,1.0
4236.0,007,018,1.0
2346.0,003,005,1.0
2035.0,019,038,1.0
6011.0,012,019,1.0
6063.0,015,047,1.0
5074.0,004,007,1.0
2572.0,010,029,1.0
4320.0,003,049,1.0
5018.0,033,005,1.0
4256.0,027,027,1.0
5040.0,011,013,1.0
6042.0,014,025,1.0
2216.0,013,017,1.0
5177.0,025,020,1.0
5443.0,018,012,1.0
2101.0,029,014,1.0
2582.0,012,013,1.0
6033.0,025,011,1.0
5019.0,021,015,1.0
5016.0,017,015,1.0
6069.0,020,025,1.0
2508.0,022,020,1.0
2303.0,020,067,1.0
2035.0,009,022,1.0
2415.0,008,014,1.0
5431.0,019,001,1.0
2359.0,020,020,1.0
2348.0,006,063,1.0
2246.0,007,029,1.0
2678.0,015,002,1.0
4264.0,007,012,1.0
4303.0,013,006,1.0
5118.0,002,004,1.0
2331.0,003,022,1.0
5063.0,002,032,1.0
2414.0,023,003,1.0
2572.0,004,017,1.0
5128.0,013,009,1.0
4225.0,005,019,1.0
5087.0,018,006,1.0
5092.0,019,020,1.0
2617.0,009,010,1.0
2682.0,017,012,1.0
6072.0,016,016,1.0
2128.0,027,004,1.0
2113.0,016,015,1.0
2346.0,028,224,1.0
6069.0,023,030,1.0
6023.0,015,009,1.0
4246.0,007,001,1.0
5059.0,016,023,1.0
5056.0,021,016,1.0
2245.0,019,005,1.0
5022.0,015,027,1.0
7560.0,024,001,1.0
2650.0,030,006,1.0
4008.0,017,012,1.0
5002.0,009,015,1.0
2315.0,012,016,1.0
2503.0,015,019,1.0
2346.0,025,019,1.0
2615.0,014,002,1.0
2407.0,004,021,1.0
2566.0,009,041,1.0
2661.0,022,015,1.0
2263.0,013,002,1.0
4404.0,021,014,1.0
2126.0,012,012,1.0
5068.0,024,006,1.0
5020.0,004,016,1.0
5063.0,015,008,1.0
2377.0,016,020,1.0
2337.0,022,013,1.0
5521.0,024,018,1.0
2535.0,015,015,1.0
2664.0,011,033,1.0
6022.0,013,028,1.0
4325.0,025,077,1.0
5124.0,002,009,1.0
2781.0,032,033,1.0
2375.0,003,006,1.0
2504.0,014,028,1.0
4115.0,026,011,1.0
6072.0,014,010,1.0
5473.0,032,020,1.0
5585.0,003,051,1.0
2504.0,013,026,1.0
2534.0,003,006,1.0
5034.0,011,006,1.0
6075.0,011,003,1.0
2531.0,026,086,1.0
4315.0,017,082,1.0
5014.0,005,006,1.0
5053.0,006,034,1.0
2181.0,017,014,1.0
2506.0,027,002,1.0
2350.0,007,017,1.0
5540.0,004,018,1.0
2220.0,015,021,1.0
5507.0,003,017,1.0
6072.0,026,003,1.0
4230.0,027,035,1.0
5021.0,024,022,1.0
6075.0,020,020,1.0
2326.0,018,006,1.0
2250.0,020,018,1.0
4235.0,006,001,1.0
5511.0,040,007,1.0
2327.0,007,060,1.0
5458.0,024,009,1.0
5104.0,006,017,1.0
2609.0,009,002,1.0
4004.0,017,027,1.0
2202.0,026,013,1.0
2123.0,002,019,1.0
4105.0,018,002,1.0
5042.0,022,007,1.0
5074.0,017,001,1.0
7452.0,017,017,3.0
2304.0,013,029,1.0
5420.0,022,006,1.0
4235.0,006,001,1.0
6073.0,008,031,1.0
6071.0,008,016,1.0
5507.0,004,020,1.0
5512.0,012,012,1.0
5445.0,008,004,1.0
5064.0,021,014,2.0
2127.0,006,004,1.0
5016.0,012,009,1.0
2341.0,021,009,1.0
2547.0,026,020,1.0
2676.0,022,027,1.0
2511.0,011,006,1.0
2565.0,007,038,1.0
6035.0,027,024,1.0
4007.0,008,019,1.0
5022.0,009,007,1.0
5101.0,012,022,1.0
5405.0,009,030,1.0
2556.0,008,109,1.0
6120.0,019,028,1.0
2610.0,022,001,1.0
6041.0,011,010,1.0
5445.0,026,022,1.0
2132.0,016,019,1.0
5066.0,010,011,1.0
5014.0,028,029,2.0
2129.0,010,012,1.0
7452.0,017,017,3.0
5467.0,029,022,1.0
2122.0,021,005,1.0
2669.0,006,024,1.0
2787.0,025,006,1.0
2616.0,028,012,1.0
5515.0,002,004,1.0
5691.0,010,016,1.0
2616.0,012,010,1.0
7452.0,017,017,3.0
2650.0,024,009,1.0
5115.0,027,033,2.0
2149.0,010,035,1.0
2769.0,007,023,1.0
2415.0,002,026,1.0
2215.0,015,083,1.0
2510.0,009,021,1.0
5002.0,017,006,1.0
2645.0,021,020,1.0
4246.0,022,004,1.0
5049.0,020,004,1.0
7349.0,003,029,1.0
5109.0,021,048,1.0
2328.0,008,013,1.0
2319.0,021,024,1.0
5065.0,002,010,1.0
4332.0,026,004,1.0
2551.0,039,035,1.0
4257.0,015,035,1.0
2615.0,015,025,1.0
2134.0,021,009,1.0
4251.0,004,008,1.0
2031.0,011,035,1.0
2180.0,001,030,1.0
2022.0,017,003,1.0
2505.0,007,009,1.0
2110.0,015,027,1.0
2126.0,020,005,1.0
5057.0,008,014,1.0
5002.0,026,011,1.0
2666.0,006,020,1.0
2683.0,015,008,1.0
2419.0,018,015,1.0
5402.0,019,010,1.0
2340.0,021,005,1.0
2216.0,022,026,1.0
5536.0,020,023,1.0
2303.0,018,052,1.0
4392.0,005,003,1.0
7462.0,021,008,1.0
2781.0,029,018,1.0
2305.0,011,023,1.0
2622.0,013,022,1.0
4237.0,011,024,1.0
2610.0,004,014,1.0
5455.0,010,034,1.0
5215.0,012,017,1.0
2339.0,003,019,1.0
4267.0,034,020,3.0
2243.0,008,025,1.0
5041.0,009,019,1.0
4359.0,005,019,1.0
5152.0,002,014,2.0
5306.0,011,046,1.0
2786.0,025,010,1.0
2325.0,015,005,1.0
6033.0,015,019,1.0
2421.0,021,008,1.0
2620.0,029,023,1.0
2263.0,038,043,1.0
2148.0,012,006,1.0
2222.0,034,014,1.0
2634.0,034,014,1.0
2113.0,008,005,1.0
5117.0,008,001,1.0
2040.0,012,022,1.0
2530.0,038,082,1.0
5686.0,014,013,1.0
5135.0,008,002,1.0
4368.0,013,005,1.0
2271.0,006,007,1.0
4005.0,010,015,1.0
5051.0,033,025,1.0
2344.0,021,032,1.0
2305.0,030,006,1.0
5046.0,008,017,1.0
2022.0,023,058,1.0
2315.0,024,005,1.0
2697.0,010,005,1.0
2627.0,022,002,1.0
5476.0,017,009,1.0
5029.0,005,011,1.0
5445.0,001,022,1.0
2156.0,013,025,1.0
4422.0,015,013,1.0
2213.0,004,011,1.0
2134.0,023,017,1.0
2304.0,002,010,1.0
2571.0,017,063,1.0
2870.0,012,019,1.0
2214.0,015,005,1.0
2163.0,004,018,1.0
2556.0,004,007,1.0
2629.0,028,029,1.0
5035.0,027,021,1.0
2107.0,008,010,1.0
2209.0,001,012,1.0
2552.0,038,020,1.0
5089.0,021,014,1.0
5034.0,005,043,1.0
2625.0,013,008,1.0
5002.0,028,025,1.0
5044.0,022,021,1.0
2214.0,018,003,1.0
2119.0,002,014,1.0
2324.0,023,018,1.0
2324.0,018,073,1.0
2024.0,033,017,1.0
2604.0,014,036,1.0
2568.0,019,028,1.0
4254.0,007,003,1.0
2405.0,018,032,1.0
6065.0,005,020,1.0
2124.0,004,006,1.0
2555.0,034,011,1.0
2570.0,008,025,1.0
4257.0,016,046,1.0
4255.0,002,003,1.0
4220.0,004,047,1.0
4255.0,016,024,1.0
2529.0,020,003,1.0
2005.0,020,003,1.0
5050.0,026,050,1.0
2728.0,023,008,1.0
2042.0,012,054,1.0
4306.0,007,028,1.0
2316.0,002,018,1.0
2257.0,005,016,1.0
2229.0,002,031,1.0
2335.0,002,019,1.0
2209.0,017,004,1.0
2304.0,003,006,1.0
2414.0,029,020,1.0
2130.0,004,023,1.0
2661.0,022,016,1.0
5525.0,006,022,1.0
6019.0,008,011,1.0
5061.0,012,008,1.0
2783.0,012,033,1.0
4007.0,025,017,1.0
7411.0,005,013,1.0
2570.0,019,010,1.0
2301.0,021,020,1.0
2209.0,018,011,1.0
2556.0,016,014,1.0
4365.0,026,008,1.0
2559.0,004,027,1.0
2214.0,002,008,1.0
2618.0,021,023,1.0
2373.0,004,005,1.0
6017.0,006,002,1.0
2209.0,021,012,1.0
5493.0,004,018,1.0
5678.0,027,002,1.0
2604.0,036,003,1.0
2524.0,016,017,1.0
2617.0,019,012,1.0
2506.0,034,040,1.0
2264.0,010,022,1.0
2572.0,011,029,1.0
2209.0,022,008,1.0
2336.0,003,021,1.0
2331.0,022,013,1.0
6075.0,005,003,1.0
2343.0,015,033,1.0
2604.0,014,078,1.0
4259.0,027,011,1.0
4245.0,002,013,1.0
2672.0,019,005,1.0
2622.0,016,002,1.0
2338.0,029,010,1.0
2315.0,024,001,1.0
2311.0,014,025,1.0
2315.0,024,026,1.0
2210.0,015,007,1.0
6017.0,007,023,1.0
2129.0,008,015,1.0
5445.0,012,043,1.0
6117.0,031,019,1.0
2628.0,014,022,1.0
2024.0,015,054,1.0
2626.0,008,018,1.0
5210.0,020,003,1.0
2254.0,022,022,1.0
2415.0,002,022,1.0
2555.0,036,022,1.0
2620.0,023,023,1.0
5064.0,025,014,1.0
2210.0,003,048,1.0
5214.0,019,007,1.0
4249.0,008,017,1.0
2654.0,023,055,1.0
2631.0,013,034,1.0
2604.0,013,010,1.0
2359.0,001,019,1.0
2034.0,010,004,1.0
4257.0,013,017,1.0
2106.0,019,005,1.0
2129.0,022,001,1.0
2654.0,023,055,1.0
2538.0,013,013,1.0
2347.0,008,021,1.0
2311.0,005,043,1.0
2677.0,011,008,1.0
5024.0,022,008,1.0
2222.0,034,006,1.0
2514.0,014,040,1.0
2508.0,010,004,1.0
2360.0,007,025,1.0
2568.0,015,032,1.0
2224.0,030,016,1.0
2310.0,011,029,1.0
5044.0,021,024,1.0
2712.0,006,004,1.0
2529.0,020,033,1.0
2564.0,009,004,1.0
2308.0,007,004,1.0
2134.0,001,011,1.0
2615.0,019,001,1.0
5071.0,004,019,1.0
2755.0,015,028,1.0
2633.0,038,004,1.0
2689.0,014,001,1.0
2697.0,001,006,1.0
5055.0,002,005,1.0
2130.0,019,029,1.0
2355.0,019,070,1.0
5092.0,005,001,1.0
6088.0,009,013,1.0
2174.0,025,027,1.0
6055.0,005,005,1.0
2734.0,019,007,1.0
2108.0,006,002,1.0
4250.0,002,012,1.0
2269.0,007,040,1.0
6046.0,017,014,1.0
5474.0,018,006,1.0
2212.0,023,025,1.0
5524.0,012,002,1.0
2045.0,015,008,1.0
2356.0,030,003,1.0
2213.0,002,003,1.0
2508.0,012,015,1.0
2695.0,018,011,1.0
2629.0,018,003,1.0
5041.0,008,020,1.0
2346.0,004,010,1.0
2210.0,016,003,1.0
2507.0,022,008,1.0
2556.0,003,044,1.0
2507.0,004,040,1.0
2645.0,003,009,1.0
2510.0,021,012,1.0
5473.0,023,005,1.0
5436.0,014,016,1.0
5433.0,027,003,1.0
2213.0,004,018,1.0
2153.0,002,009,1.0
2529.0,021,006,1.0
2770.0,002,009,1.0
5033.0,018,035,1.0
2215.0,010,017,1.0
2615.0,013,011,1.0
2507.0,023,002,1.0
2672.0,014,031,1.0
2527.0,019,011,1.0
2616.0,021,052,1.0
2014.0,017,012,1.0
2537.0,008,005,1.0
2608.0,009,006,1.0
2694.0,016,001,1.0
2285.0,020,020,1.0
2507.0,016,008,1.0
2637.0,009,019,1.0
4359.0,007,035,1.0
2639.0,003,011,1.0
5067.0,013,003,1.0
2506.0,029,013,1.0
2631.0,013,044,1.0
2637.0,005,021,1.0
5014.0,028,029,2.0
2555.0,025,026,1.0
2364.0,008,040,1.0
5063.0,009,082,1.0
2036.0,001,018,1.0
2706.0,002,008,1.0
2694.0,018,007,1.0
4256.0,004,027,1.0
7346.0,015,025,1.0
5131.0,011,015,1.0
4235.0,006,001,1.0
2511.0,004,010,1.0
2229.0,034,014,1.0
6050.0,011,001,1.0
4106.0,025,014,1.0
2224.0,030,017,1.0
5545.0,010,007,1.0
2770.0,002,027,1.0
2146.0,023,014,1.0
2414.0,032,033,1.0
2660.0,002,006,1.0
5050.0,026,052,1.0
2365.0,002,014,1.0
2408.0,021,026,1.0
7416.0,017,010,2.0
2234.0,018,002,1.0
5071.0,008,049,1.0
2111.0,015,006,1.0
5215.0,033,005,1.0
4303.0,015,018,1.0
5535.0,010,013,1.0
5089.0,026,018,1.0
6061.0,026,011,1.0
2628.0,010,021,1.0
2353.0,026,018,1.0
2021.0,009,034,1.0
2132.0,012,004,1.0
6055.0,004,026,1.0
2508.0,013,006,1.0
4242.0,021,003,1.0
2236.0,004,009,1.0
2204.0,015,001,2.0
4248.0,029,008,1.0
4257.0,009,024,1.0
2366.0,015,007,1.0
2408.0,012,001,1.0
2633.0,039,012,1.0
2236.0,010,020,1.0
4301.0,001,008,1.0
2334.0,005,033,1.0
5402.0,026,027,1.0
5034.0,016,052,1.0
2324.0,024,011,1.0
6034.0,012,010,1.0
5516.0,019,018,1.0
2511.0,027,004,1.0
4301.0,021,033,1.0
