Assessor Book,Assessor Page,Assessor Parcel,# of Accessory Dwelling Units
5020.0,008,025,1.0
2763.0,032,028,1.0
2335.0,007,004,1.0
5208.0,027,006,1.0
4110.0,023,013,1.0
5043.0,005,009,1.0
4214.0,013,005,1.0
2254.0,028,023,1.0
2348.0,001,045,1.0
5691.0,002,021,1.0
6035.0,028,021,1.0
5062.0,027,004,1.0
6032.0,005,004,1.0
6035.0,006,005,1.0
2229.0,011,032,1.0
5685.0,008,036,1.0
2135.0,006,014,1.0
4356.0,020,002,1.0
5067.0,002,054,1.0
5065.0,016,008,1.0
4221.0,014,019,1.0
2608.0,021,010,1.0
5006.0,026,024,1.0
4255.0,010,049,1.0
4301.0,008,018,1.0
2653.0,021,045,1.0
5185.0,009,018,1.0
2332.0,002,016,1.0
2666.0,001,014,1.0
5104.0,004,032,1.0
2747.0,007,038,1.0
4112.0,008,017,1.0
6035.0,004,013,1.0
2353.0,034,014,1.0
5401.0,026,003,1.0
2042.0,016,006,1.0
5090.0,008,005,1.0
5527.0,025,012,1.0
6018.0,012,009,1.0
6011.0,010,015,1.0
5446.0,003,027,2.0
6034.0,002,024,1.0
2248.0,021,020,1.0
4105.0,003,002,1.0
2616.0,017,006,1.0
5594.0,029,015,1.0
2712.0,023,012,1.0
5669.0,012,015,1.0
4009.0,008,006,1.0
2107.0,004,022,1.0
2108.0,035,023,1.0
4242.0,016,007,1.0
2027.0,013,001,1.0
2125.0,019,030,1.0
2414.0,025,013,1.0
5587.0,016,014,1.0
2040.0,009,051,1.0
5065.0,012,031,1.0
6037.0,010,026,1.0
4305.0,006,017,2.0
2238.0,022,009,1.0
6035.0,026,003,1.0
4236.0,024,036,1.0
4242.0,012,010,1.0
2135.0,002,019,2.0
5309.0,005,024,1.0
6108.0,001,015,1.0
2028.0,021,022,1.0
5055.0,025,004,1.0
5065.0,002,014,1.0
5536.0,019,023,1.0
4250.0,016,009,1.0
2106.0,013,037,1.0
5068.0,026,017,2.0
5486.0,013,024,1.0
2227.0,011,016,1.0
4247.0,023,016,1.0
5104.0,029,003,1.0
5014.0,006,021,1.0
5469.0,003,014,1.0
4108.0,001,004,1.0
5021.0,006,027,1.0
5035.0,013,012,1.0
5040.0,020,003,1.0
5083.0,031,054,1.0
5523.0,034,023,1.0
2683.0,010,015,1.0
2212.0,015,014,1.0
2604.0,039,001,1.0
5002.0,030,025,1.0
5457.0,008,006,1.0
2656.0,025,002,1.0
2555.0,012,006,1.0
4003.0,006,013,1.0
2348.0,001,045,1.0
2511.0,019,025,1.0
2224.0,008,022,2.0
6072.0,026,001,1.0
2611.0,011,014,1.0
5690.0,010,008,1.0
2203.0,017,008,1.0
2103.0,025,018,1.0
2041.0,023,045,1.0
5064.0,018,005,1.0
2329.0,026,022,1.0
5154.0,010,013,1.0
5682.0,028,004,1.0
5445.0,015,005,1.0
4305.0,013,039,1.0
2159.0,023,021,1.0
5464.0,022,038,1.0
5005.0,026,019,1.0
5531.0,025,020,1.0
2688.0,013,021,1.0
2341.0,015,037,1.0
4259.0,011,021,1.0
5188.0,004,019,1.0
5524.0,007,012,1.0
2238.0,002,021,1.0
2780.0,025,007,1.0
5017.0,018,016,1.0
4260.0,036,023,1.0
6036.0,023,002,1.0
5535.0,010,016,1.0
4259.0,004,037,1.0
2260.0,021,012,1.0
2204.0,003,005,1.0
5101.0,017,028,1.0
2212.0,020,030,1.0
4243.0,032,010,1.0
5436.0,014,004,1.0
6048.0,032,006,1.0
2337.0,035,019,1.0
2201.0,010,010,1.0
4256.0,026,038,1.0
6036.0,007,034,1.0
4243.0,002,049,1.0
5483.0,023,013,1.0
2638.0,013,003,1.0
4247.0,019,008,1.0
4387.0,027,030,1.0
4221.0,018,024,1.0
5524.0,001,013,1.0
2620.0,022,027,1.0
2136.0,010,021,1.0
2316.0,017,015,1.0
5109.0,012,034,1.0
5460.0,006,019,1.0
2260.0,002,006,1.0
5157.0,025,015,1.0
2741.0,027,026,1.0
4322.0,018,017,1.0
2266.0,008,007,1.0
4320.0,001,017,1.0
2014.0,023,015,1.0
6012.0,009,063,1.0
5157.0,020,028,1.0
2535.0,013,004,1.0
5569.0,036,003,1.0
5017.0,005,024,1.0
4110.0,029,001,1.0
4230.0,024,018,1.0
5002.0,005,012,1.0
5047.0,015,002,1.0
4244.0,002,035,1.0
4236.0,026,032,1.0
5034.0,001,003,1.0
2341.0,015,001,1.0
5291.0,019,005,1.0
5435.0,025,002,1.0
4110.0,025,028,1.0
2531.0,025,027,1.0
5104.0,019,017,1.0
2684.0,003,013,1.0
4257.0,018,056,1.0
2108.0,013,006,1.0
2118.0,011,011,1.0
5092.0,015,011,1.0
5443.0,027,039,1.0
7460.0,011,003,1.0
2128.0,008,013,1.0
4234.0,016,016,1.0
4107.0,028,011,1.0
5053.0,003,019,1.0
2151.0,021,018,1.0
7415.0,029,010,1.0
5082.0,023,049,1.0
5435.0,010,005,1.0
4493.0,003,007,1.0
2780.0,008,039,1.0
4119.0,021,013,1.0
2715.0,009,012,1.0
5051.0,032,021,1.0
4019.0,001,012,1.0
2683.0,005,008,1.0
5671.0,008,006,1.0
2125.0,018,016,1.0
2316.0,027,017,1.0
4243.0,033,008,1.0
2041.0,023,045,1.0
2566.0,008,055,1.0
2637.0,006,001,1.0
5057.0,017,007,1.0
2408.0,011,011,1.0
6075.0,001,003,1.0
2168.0,023,042,1.0
2172.0,010,050,1.0
4107.0,008,024,1.0
6037.0,025,041,1.0
2023.0,016,021,1.0
5478.0,009,071,1.0
5520.0,008,005,2.0
4007.0,024,019,1.0
2337.0,002,016,1.0
2677.0,012,032,1.0
2035.0,024,034,1.0
4311.0,028,007,1.0
2316.0,017,015,1.0
2681.0,020,017,1.0
5445.0,017,022,1.0
5434.0,016,015,1.0
2531.0,011,033,1.0
2171.0,014,097,1.0
2609.0,028,034,1.0
4262.0,024,014,1.0
2504.0,009,015,1.0
5210.0,032,029,1.0
5121.0,024,003,1.0
2013.0,031,020,1.0
5054.0,033,012,1.0
2120.0,033,015,1.0
6083.0,028,001,2.0
2565.0,008,051,1.0
2237.0,021,014,1.0
5492.0,031,013,1.0
2035.0,019,033,1.0
5071.0,023,017,2.0
4106.0,017,013,1.0
5041.0,017,018,1.0
4242.0,029,016,1.0
2166.0,004,009,1.0
2033.0,009,024,1.0
2684.0,001,037,1.0
5587.0,016,026,1.0
2669.0,006,011,1.0
4323.0,023,061,1.0
5690.0,010,005,1.0
2741.0,028,002,1.0
2231.0,020,015,1.0
2234.0,014,018,1.0
5580.0,002,004,2.0
4326.0,014,003,1.0
2337.0,013,020,2.0
2503.0,008,023,1.0
4244.0,010,035,1.0
2237.0,021,014,1.0
2784.0,023,031,1.0
2217.0,018,004,1.0
5515.0,001,008,1.0
2341.0,008,019,1.0
5435.0,035,010,1.0
2146.0,001,024,1.0
2109.0,008,015,1.0
5094.0,020,021,1.0
2360.0,013,013,1.0
2360.0,024,005,1.0
4313.0,002,020,2.0
2712.0,021,015,1.0
2373.0,001,007,1.0
5047.0,005,023,1.0
5544.0,022,045,2.0
5426.0,019,014,1.0
2129.0,027,002,1.0
5217.0,004,012,1.0
5458.0,015,041,1.0
4242.0,020,011,1.0
5071.0,007,060,1.0
2209.0,010,011,1.0
2322.0,021,007,1.0
5218.0,002,053,1.0
2562.0,013,016,1.0
2182.0,011,003,1.0
2128.0,029,027,1.0
6029.0,003,016,1.0
4301.0,024,016,1.0
2182.0,007,006,1.0
5547.0,023,020,2.0
2258.0,005,037,1.0
2309.0,001,004,1.0
4305.0,009,019,1.0
5063.0,019,006,1.0
2334.0,003,046,1.0
2708.0,026,037,1.0
4110.0,027,015,1.0
5215.0,018,020,1.0
2692.0,011,003,1.0
2679.0,008,031,1.0
4223.0,025,010,1.0
5014.0,005,024,2.0
2787.0,025,050,1.0
2559.0,010,022,1.0
2697.0,012,004,1.0
4316.0,005,014,1.0
5018.0,020,025,1.0
2648.0,005,047,1.0
4267.0,029,014,1.0
4233.0,010,030,1.0
5468.0,005,036,1.0
5217.0,005,015,1.0
5590.0,023,011,1.0
2566.0,001,039,1.0
5477.0,002,026,1.0
6031.0,020,008,2.0
5581.0,027,010,1.0
2257.0,018,017,1.0
4258.0,018,012,1.0
2203.0,003,015,1.0
2075.0,025,042,1.0
5035.0,033,018,1.0
4379.0,004,010,1.0
2661.0,014,018,1.0
2210.0,015,001,1.0
4265.0,006,040,1.0
2543.0,011,006,1.0
2106.0,021,012,1.0
7439.0,018,023,1.0
2230.0,015,015,1.0
4259.0,008,002,1.0
2181.0,004,007,1.0
4223.0,019,005,1.0
2210.0,033,001,1.0
6029.0,012,028,1.0
5083.0,009,009,1.0
2362.0,021,021,1.0
5127.0,036,010,4.0
2682.0,019,017,1.0
2116.0,016,123,1.0
2308.0,014,001,1.0
2118.0,003,010,1.0
5446.0,021,001,1.0
6083.0,028,001,2.0
2110.0,006,007,1.0
2038.0,014,012,1.0
5424.0,023,014,1.0
6061.0,025,023,1.0
4218.0,018,025,1.0
2280.0,005,010,1.0
2642.0,002,037,1.0
5073.0,015,012,2.0
5535.0,023,004,2.0
5501.0,023,002,1.0
4248.0,027,002,1.0
2524.0,018,006,1.0
2146.0,001,023,1.0
2356.0,036,030,1.0
7351.0,024,016,1.0
2151.0,007,013,1.0
4236.0,022,016,1.0
2543.0,009,017,1.0
2104.0,013,008,1.0
5560.0,002,007,1.0
2648.0,016,003,1.0
5536.0,004,021,1.0
2606.0,003,017,1.0
2683.0,020,006,1.0
5435.0,036,017,1.0
4119.0,034,011,1.0
5014.0,027,020,1.0
4314.0,012,023,1.0
4320.0,013,024,1.0
4319.0,005,061,1.0
2381.0,015,017,1.0
2642.0,009,005,1.0
5451.0,004,020,1.0
5088.0,016,022,1.0
5405.0,023,019,1.0
5048.0,010,064,1.0
4286.0,001,020,1.0
4105.0,017,023,1.0
5082.0,010,008,1.0
5486.0,017,006,1.0
5048.0,025,008,1.0
5565.0,028,042,1.0
4259.0,008,023,1.0
5127.0,036,010,4.0
5424.0,023,022,1.0
7411.0,024,036,1.0
4309.0,005,025,1.0
2028.0,016,005,1.0
5087.0,018,004,1.0
5478.0,028,017,1.0
4259.0,009,015,1.0
5109.0,003,051,1.0
5180.0,016,018,1.0
4323.0,013,013,1.0
5089.0,018,020,1.0
4265.0,006,046,1.0
2170.0,013,024,1.0
4003.0,020,007,1.0
5022.0,004,025,1.0
4261.0,016,009,2.0
4108.0,024,003,1.0
2217.0,022,020,1.0
5525.0,026,033,1.0
5513.0,025,012,1.0
5502.0,002,016,1.0
4244.0,003,026,1.0
5443.0,010,025,1.0
4303.0,016,003,1.0
4369.0,002,021,1.0
6030.0,033,031,1.0
2536.0,028,006,1.0
2151.0,023,013,1.0
2203.0,022,003,1.0
4223.0,007,026,1.0
5518.0,002,041,1.0
2660.0,002,008,1.0
2339.0,003,017,1.0
2369.0,026,001,1.0
2511.0,033,033,1.0
5551.0,024,004,1.0
5056.0,003,009,2.0
5186.0,008,024,1.0
5083.0,002,027,1.0
2409.0,016,018,1.0
2745.0,014,035,1.0
2033.0,005,013,1.0
2325.0,026,001,1.0
2503.0,015,016,1.0
4214.0,015,021,1.0
5076.0,006,015,4.0
2241.0,010,011,1.0
2115.0,013,002,1.0
2525.0,023,044,1.0
5532.0,002,007,1.0
5402.0,002,003,1.0
2259.0,024,019,1.0
2728.0,004,005,1.0
2822.0,006,012,1.0
6072.0,025,006,1.0
5691.0,001,018,1.0
4114.0,029,012,1.0
5104.0,025,017,1.0
5053.0,003,025,1.0
2619.0,009,020,1.0
2533.0,003,007,1.0
2414.0,027,006,1.0
5053.0,015,027,1.0
2686.0,013,010,1.0
2640.0,002,001,1.0
2580.0,008,013,1.0
2367.0,009,036,1.0
5127.0,036,010,4.0
6038.0,002,043,1.0
5036.0,005,021,1.0
6037.0,011,009,1.0
2156.0,015,024,1.0
2337.0,022,012,1.0
4127.0,014,011,1.0
7459.0,013,009,1.0
2317.0,002,035,1.0
4234.0,005,013,1.0
2782.0,032,008,1.0
2136.0,022,024,1.0
5067.0,005,004,1.0
2660.0,020,020,1.0
2206.0,011,019,1.0
5486.0,023,045,1.0
2416.0,028,021,1.0
4320.0,013,024,1.0
6084.0,023,006,1.0
2321.0,008,005,1.0
2122.0,005,001,1.0
2128.0,013,016,1.0
2340.0,020,023,3.0
2190.0,016,021,1.0
2247.0,015,004,1.0
2128.0,031,012,1.0
2565.0,010,054,1.0
5057.0,021,019,1.0
2159.0,011,001,1.0
2731.0,005,015,1.0
5445.0,028,035,1.0
4237.0,011,004,1.0
2013.0,005,010,1.0
4252.0,026,004,1.0
2024.0,026,025,1.0
2248.0,021,019,1.0
2317.0,001,035,1.0
2544.0,021,027,1.0
4264.0,011,019,1.0
2127.0,017,024,1.0
6016.0,036,003,1.0
5478.0,017,027,1.0
7467.0,022,015,1.0
2229.0,018,004,1.0
5025.0,004,026,1.0
6037.0,019,026,1.0
5306.0,005,023,1.0
2511.0,007,022,1.0
4257.0,021,070,2.0
5590.0,009,018,1.0
7349.0,008,012,1.0
2504.0,002,021,1.0
2203.0,015,020,1.0
2605.0,010,030,1.0
5013.0,007,009,1.0
5127.0,015,020,1.0
2109.0,015,016,1.0
2337.0,032,011,1.0
2653.0,001,005,1.0
5435.0,036,042,1.0
2560.0,028,002,1.0
2034.0,007,001,1.0
4244.0,005,012,1.0
4108.0,023,007,1.0
5051.0,033,023,1.0
2309.0,025,014,1.0
5209.0,023,007,1.0
4006.0,001,020,1.0
2534.0,010,017,1.0
2384.0,023,040,1.0
6084.0,004,022,1.0
2731.0,015,017,1.0
5183.0,013,011,1.0
2558.0,025,010,1.0
4221.0,018,021,1.0
6019.0,017,020,1.0
2310.0,012,031,1.0
2718.0,020,015,1.0
5511.0,039,026,1.0
5456.0,004,015,1.0
6035.0,022,023,1.0
4365.0,027,003,1.0
5445.0,010,014,1.0
2104.0,018,034,1.0
5052.0,020,014,1.0
6012.0,001,062,1.0
2637.0,028,011,1.0
2410.0,016,002,1.0
2414.0,019,003,1.0
2254.0,016,012,1.0
6071.0,004,018,1.0
6022.0,002,025,1.0
4258.0,007,010,1.0
2239.0,017,010,1.0
2696.0,008,006,1.0
2130.0,009,023,1.0
5548.0,019,063,1.0
5056.0,003,009,1.0
4257.0,021,070,2.0
2153.0,024,024,1.0
5508.0,001,023,1.0
2696.0,019,005,1.0
5006.0,016,027,1.0
5069.0,004,005,1.0
6006.0,024,009,1.0
2034.0,008,014,1.0
2265.0,002,010,1.0
4234.0,018,017,1.0
2301.0,009,012,1.0
2214.0,026,176,2.0
5593.0,028,014,1.0
7415.0,022,011,1.0
2408.0,011,017,1.0
2784.0,021,001,1.0
4106.0,017,013,1.0
4242.0,002,013,1.0
2111.0,008,014,1.0
4259.0,008,022,1.0
2332.0,014,003,1.0
5689.0,001,023,1.0
2558.0,009,021,1.0
4006.0,001,044,3.0
2338.0,001,015,1.0
4003.0,014,023,1.0
5533.0,026,025,1.0
2649.0,006,028,1.0
2129.0,027,016,1.0
5060.0,005,016,1.0
6016.0,025,028,1.0
2353.0,033,007,1.0
5109.0,002,031,1.0
5437.0,004,018,1.0
5538.0,003,011,1.0
4262.0,009,010,2.0
2303.0,009,006,1.0
7411.0,018,032,1.0
2137.0,001,016,1.0
2356.0,014,023,1.0
2607.0,001,013,1.0
4387.0,001,006,1.0
2261.0,036,021,1.0
6046.0,004,014,1.0
5533.0,025,056,2.0
5525.0,023,020,1.0
4359.0,016,001,1.0
4108.0,022,038,1.0
5544.0,036,014,1.0
6051.0,009,017,1.0
5570.0,031,020,1.0
7410.0,020,032,1.0
2139.0,012,036,1.0
2424.0,024,007,1.0
2076.0,018,026,1.0
4006.0,001,044,2.0
2664.0,021,083,1.0
2419.0,005,023,1.0
5424.0,008,026,1.0
4113.0,015,023,1.0
4324.0,029,031,2.0
2128.0,012,022,1.0
4108.0,019,009,1.0
5044.0,017,017,1.0
5124.0,010,020,2.0
2233.0,008,011,1.0
5518.0,024,013,2.0
4259.0,008,005,1.0
4237.0,028,003,1.0
5479.0,013,015,1.0
5539.0,004,031,2.0
5107.0,022,016,1.0
2101.0,005,013,1.0
5040.0,006,012,1.0
4119.0,023,014,1.0
4236.0,009,034,1.0
2784.0,020,006,1.0
4238.0,008,011,1.0
5468.0,015,032,2.0
5587.0,023,020,1.0
5585.0,020,005,1.0
2024.0,033,003,1.0
6030.0,002,023,1.0
5087.0,021,020,1.0
5080.0,021,019,1.0
5524.0,006,029,1.0
5179.0,014,018,1.0
2354.0,003,004,1.0
2244.0,021,005,1.0
5006.0,002,004,1.0
2126.0,009,006,1.0
5516.0,001,021,1.0
2634.0,027,011,1.0
2040.0,019,013,1.0
4246.0,021,013,1.0
6013.0,011,014,1.0
5108.0,013,006,1.0
2745.0,011,024,1.0
2013.0,006,014,1.0
5510.0,009,034,1.0
5071.0,023,013,2.0
4233.0,008,014,1.0
5046.0,033,019,1.0
2104.0,013,026,1.0
5504.0,021,001,1.0
2715.0,030,052,1.0
5589.0,036,014,2.0
5685.0,025,027,1.0
2405.0,008,024,1.0
2605.0,005,005,1.0
6063.0,032,010,1.0
5457.0,016,036,1.0
2033.0,006,022,1.0
2163.0,015,016,1.0
5178.0,014,014,1.0
5507.0,019,003,1.0
2132.0,006,020,1.0
5188.0,023,004,1.0
2044.0,025,019,1.0
2822.0,006,012,1.0
2214.0,021,013,1.0
7426.0,022,010,1.0
4006.0,001,020,1.0
2552.0,024,032,1.0
4112.0,025,014,1.0
2543.0,019,002,1.0
5006.0,020,003,1.0
2181.0,019,009,1.0
5016.0,026,006,2.0
2607.0,018,030,1.0
2337.0,020,018,1.0
4258.0,007,010,1.0
5551.0,029,004,1.0
2204.0,025,015,1.0
4426.0,001,017,1.0
5525.0,025,033,1.0
4318.0,007,017,1.0
5532.0,006,012,1.0
5533.0,037,017,1.0
2105.0,004,018,1.0
2786.0,011,002,1.0
5050.0,016,027,1.0
4332.0,008,033,1.0
2509.0,008,035,1.0
4315.0,006,009,1.0
4107.0,029,004,1.0
2368.0,016,062,1.0
2113.0,007,009,1.0
5535.0,034,015,1.0
5055.0,024,006,1.0
2415.0,012,017,1.0
2218.0,001,022,1.0
2668.0,001,023,1.0
4261.0,016,009,2.0
2645.0,008,048,1.0
2653.0,16.0,065,2.0
6121.0,7.0,041,1.0
5191.0,19.0,003,1.0
2712.0,7.0,007,1.0
2530.0,13.0,021,1.0
7421.0,23.0,005,1.0
2530.0,31.0,019,1.0
5017.0,22.0,022,1.0
2523.0,6.0,004,1.0
2513.0,14.0,023,1.0
5445.0,20.0,023,1.0
5092.0,5.0,024,1.0
2261.0,38.0,049,1.0
2557.0,2.0,026,1.0
4330.0,23.0,040,1.0
2119.0,21.0,042,1.0
5457.0,16.0,031,1.0
5522.0,14.0,001,1.0
5214.0,7.0,011,1.0
2317.0,17.0,023,2.0
4217.0,3.0,004,1.0
5405.0,10.0,002,1.0
2684.0,15.0,008,1.0
5514.0,6.0,035,1.0
7349.0,31.0,015,1.0
5453.0,2.0,005,1.0
4423.0,18.0,024,1.0
2127.0,8.0,015,1.0
5513.0,8.0,023,1.0
2242.0,5.0,005,1.0
7346.0,8.0,011,1.0
5042.0,16.0,005,1.0
2683.0,18.0,008,1.0
2762.0,25.0,008,1.0
2238.0,6.0,016,1.0
4248.0,25.0,025,1.0
5046.0,8.0,014,1.0
5072.0,35.0,010,1.0
2021.0,16.0,005,1.0
6003.0,32.0,026,1.0
2544.0,12.0,009,1.0
2076.0,12.0,035,1.0
4322.0,17.0,024,1.0
2660.0,9.0,011,1.0
4255.0,22.0,007,1.0
2237.0,17.0,011,1.0
2381.0,7.0,013,1.0
2697.0,12.0,004,1.0
5054.0,33.0,012,1.0
2111.0,7.0,026,1.0
2013.0,11.0,013,1.0
2131.0,4.0,023,1.0
5544.0,16.0,030,1.0
2696.0,16.0,026,1.0
2118.0,27.0,026,1.0
6012.0,11.0,058,1.0
2680.0,12.0,017,1.0
2335.0,10.0,018,1.0
2024.0,38.0,007,1.0
2618.0,21.0,024,1.0
5455.0,1.0,024,1.0
5177.0,14.0,001,1.0
2781.0,27.0,023,1.0
5420.0,30.0,027,1.0
6052.0,13.0,007,1.0
5589.0,17.0,050,1.0
6005.0,3.0,036,1.0
5088.0,6.0,015,1.0
2023.0,2.0,024,1.0
2230.0,7.0,012,1.0
2619.0,7.0,007,1.0
5067.0,16.0,006,1.0
4294.0,3.0,005,1.0
2608.0,22.0,013,1.0
2783.0,24.0,025,1.0
2617.0,3.0,052,1.0
5085.0,25.0,019,1.0
5070.0,5.0,004,1.0
2012.0,8.0,012,1.0
2128.0,13.0,009,1.0
2328.0,31.0,013,2.0
4250.0,23.0,007,1.0
5070.0,5.0,025,1.0
2503.0,13.0,029,1.0
2328.0,33.0,003,1.0
2347.0,26.0,021,2.0
6042.0,14.0,028,1.0
2004.0,14.0,005,1.0
2656.0,24.0,037,1.0
6006.0,32.0,031,1.0
2549.0,24.0,005,1.0
2628.0,9.0,012,1.0
5457.0,12.0,019,1.0
6087.0,18.0,019,1.0
2115.0,3.0,021,1.0
6075.0,18.0,027,1.0
2128.0,28.0,025,1.0
4305.0,17.0,010,1.0
2405.0,5.0,012,1.0
2731.0,23.0,050,1.0
2566.0,14.0,037,1.0
2656.0,4.0,048,1.0
5442.0,30.0,034,1.0
5124.0,12.0,021,1.0
5440.0,31.0,029,1.0
2024.0,10.0,006,2.0
4303.0,13.0,037,1.0
2123.0,1.0,006,1.0
4312.0,6.0,031,1.0
2686.0,19.0,011,1.0
5026.0,2.0,003,1.0
2105.0,10.0,026,1.0
2236.0,17.0,024,2.0
4320.0,11.0,006,1.0
2531.0,14.0,021,1.0
5309.0,21.0,007,1.0
5510.0,20.0,006,1.0
2616.0,14.0,012,1.0
2787.0,24.0,009,1.0
4401.0,27.0,004,1.0
2010.0,22.0,011,1.0
2228.0,30.0,009,1.0
2153.0,27.0,019,1.0
7346.0,12.0,012,1.0
2327.0,7.0,136,1.0
2633.0,34.0,024,1.0
4264.0,24.0,004,1.0
5221.0,16.0,022,1.0
5054.0,34.0,017,1.0
5523.0,34.0,033,1.0
2353.0,33.0,027,1.0
2509.0,10.0,011,1.0
4326.0,22.0,005,1.0
7415.0,19.0,025,1.0
2102.0,4.0,003,1.0
6061.0,4.0,006,1.0
6087.0,14.0,014,1.0
6037.0,10.0,024,1.0
6042.0,13.0,021,1.0
4423.0,13.0,032,1.0
2156.0,18.0,022,1.0
4382.0,19.0,011,1.0
2130.0,10.0,002,1.0
2114.0,1.0,004,1.0
4223.0,29.0,006,1.0
4113.0,15.0,016,1.0
2244.0,27.0,016,1.0
5523.0,35.0,004,1.0
2331.0,8.0,023,1.0
6053.0,27.0,028,1.0
2336.0,16.0,016,1.0
4005.0,16.0,032,1.0
7414.0,32.0,007,1.0
2623.0,28.0,019,1.0
5427.0,21.0,017,1.0
5082.0,13.0,009,1.0
2126.0,23.0,029,1.0
2726.0,11.0,002,1.0
2328.0,13.0,043,1.0
7349.0,18.0,012,1.0
7462.0,22.0,030,1.0
5539.0,4.0,032,2.0
2679.0,8.0,011,1.0
2353.0,16.0,048,2.0
5124.0,18.0,026,1.0
5020.0,35.0,015,1.0
5057.0,10.0,004,2.0
2338.0,22.0,014,1.0
2122.0,18.0,014,1.0
2404.0,16.0,010,1.0
5594.0,13.0,008,1.0
2167.0,7.0,023,1.0
5474.0,28.0,013,4.0
5535.0,27.0,011,1.0
4251.0,10.0,003,1.0
5437.0,2.0,002,1.0
5213.0,1.0,011,1.0
5018.0,26.0,007,2.0
4217.0,20.0,033,1.0
2536.0,3.0,023,1.0
7439.0,20.0,008,1.0
5177.0,14.0,026,1.0
4247.0,18.0,004,1.0
5128.0,5.0,004,1.0
2331.0,22.0,001,1.0
2669.0,11.0,015,1.0
2619.0,13.0,019,1.0
5014.0,18.0,004,1.0
2538.0,24.0,007,1.0
6083.0,8.0,055,1.0
5436.0,17.0,020,1.0
5474.0,27.0,010,1.0
2274.0,19.0,027,1.0
5003.0,10.0,023,1.0
6040.0,6.0,018,1.0
2544.0,42.0,012,1.0
2347.0,26.0,022,2.0
2180.0,11.0,014,1.0
6117.0,32.0,006,1.0
2167.0,24.0,038,1.0
5424.0,25.0,014,1.0
2681.0,1.0,026,1.0
2729.0,18.0,023,1.0
5458.0,25.0,013,3.0
2167.0,16.0,017,1.0
2126.0,23.0,028,1.0
4264.0,25.0,001,1.0
6119.0,23.0,009,1.0
5512.0,14.0,022,1.0
5037.0,7.0,030,1.0
7460.0,1.0,009,1.0
2414.0,11.0,005,1.0
4368.0,15.0,003,1.0
2021.0,21.0,003,1.0
2285.0,19.0,016,1.0
5108.0,3.0,008,1.0
5502.0,8.0,013,1.0
2414.0,14.0,032,1.0
5442.0,30.0,029,1.0
5115.0,10.0,006,1.0
4112.0,21.0,011,1.0
2246.0,20.0,009,1.0
5405.0,5.0,020,1.0
5157.0,23.0,003,1.0
2343.0,24.0,010,1.0
2653.0,7.0,017,1.0
2651.0,12.0,009,1.0
5526.0,30.0,007,1.0
2697.0,6.0,003,1.0
4217.0,18.0,025,1.0
2163.0,4.0,017,1.0
2322.0,13.0,020,1.0
4230.0,21.0,029,1.0
5472.0,2.0,035,1.0
2715.0,13.0,002,1.0
2291.0,6.0,023,1.0
4368.0,10.0,013,1.0
5478.0,36.0,026,1.0
2249.0,13.0,019,1.0
5442.0,30.0,034,2.0
4263.0,23.0,023,1.0
4122.0,11.0,018,1.0
5051.0,25.0,007,1.0
5515.0,14.0,021,1.0
5115.0,12.0,005,1.0
2354.0,7.0,007,1.0
5001.0,21.0,020,1.0
5034.0,16.0,030,1.0
6050.0,29.0,015,1.0
5051.0,3.0,005,2.0
5071.0,24.0,036,2.0
2121.0,12.0,008,1.0
7425.0,36.0,010,1.0
5486.0,30.0,017,1.0
2346.0,17.0,012,1.0
4004.0,12.0,007,1.0
2209.0,39.0,007,1.0
2511.0,35.0,012,1.0
5063.0,8.0,009,1.0
2365.0,11.0,023,1.0
5153.0,26.0,016,1.0
4005.0,22.0,010,1.0
6002.0,10.0,009,1.0
5135.0,7.0,012,1.0
2222.0,34.0,002,1.0
5512.0,15.0,027,1.0
4315.0,9.0,025,1.0
5087.0,14.0,033,1.0
5678.0,22.0,016,1.0
7410.0,5.0,044,1.0
4250.0,22.0,009,1.0
2621.0,3.0,014,1.0
4243.0,18.0,025,1.0
2508.0,1.0,023,1.0
5525.0,35.0,025,1.0
2642.0,22.0,034,1.0
5021.0,3.0,011,1.0
4301.0,13.0,013,1.0
2166.0,39.0,025,1.0
2787.0,4.0,034,1.0
2682.0,26.0,018,1.0
4127.0,23.0,025,1.0
5517.0,11.0,028,1.0
5041.0,31.0,016,1.0
2664.0,21.0,089,1.0
2634.0,39.0,032,1.0
2360.0,18.0,012,1.0
4305.0,13.0,036,1.0
6003.0,23.0,019,1.0
2768.0,30.0,015,1.0
5453.0,9.0,005,1.0
2353.0,15.0,014,1.0
5690.0,26.0,010,1.0
5046.0,32.0,042,1.0
4388.0,16.0,030,1.0
5059.0,27.0,004,2.0
7349.0,9.0,006,1.0
6057.0,19.0,022,1.0
5046.0,32.0,014,1.0
5486.0,15.0,041,1.0
6088.0,17.0,007,1.0
2167.0,5.0,002,1.0
6013.0,28.0,018,1.0
5033.0,4.0,022,1.0
2507.0,11.0,022,1.0
4360.0,17.0,031,1.0
6050.0,29.0,042,1.0
2508.0,15.0,020,1.0
5216.0,21.0,002,1.0
5055.0,8.0,029,1.0
2242.0,14.0,020,1.0
4246.0,26.0,020,1.0
4223.0,29.0,035,1.0
2529.0,6.0,001,1.0
2535.0,23.0,005,1.0
4004.0,22.0,021,1.0
2181.0,31.0,019,1.0
5017.0,30.0,052,1.0
5017.0,28.0,020,1.0
